X,Y,code_loc,name,region,departemen,commune,nbre_hbts,couverture,exist_ZB,icon_url
-16.9431219747628,14.9732674482558,"319",BAITY BACAR,,,,,,,./0.png
-16.8050847844758,14.9279137991746,"320",BAITY BALLA DIA,,,,,,,./0.png
-16.9403399814395,14.9760834861036,"321",BAITY DAKHAR,,,,,,,./0.png
-16.1555792489121,15.2639333626201,"322",BAITY DAKHAR,,,,,,,./0.png
-16.3611266342047,15.8652728046736,"323",BAITY DIEYE,,,,,,,./0.png
-15.9999154064504,14.8049073484051,"324",BAITY DIMB,,,,,,,./0.png
-16.7319015638579,15.2179623423258,"325",BAITY DIOUF,,,,,,,./0.png
-16.5235195856645,15.3448138787771,"326",BAITY FALL,,,,,,,./0.png
-16.0332929819462,14.6651259753322,"327",BAITY GUEYE,,,,,,,./0.png
-16.9138671196026,15.0066619853912,"328",BAITY GUEYE,,,,,,,./0.png
-16.3013807159065,15.5655300334964,"329",BAITY GUEYE,,,,,,,./0.png
-16.408091437867,15.705031564718,"330",BAITY GUEYE,,,,,,,./0.png
-16.5300183895571,14.9403320250654,"331",BAITY KANE,,,,,,,./0.png
-16.1227677325549,15.2539035386331,"332",BAITY KHAKHAM,,,,,,,./0.png
-16.0250118445893,14.7986859685075,"333",BAITY MADIA GUEYE,,,,,,,./0.png
-16.7861387237961,14.9903394862308,"334",BAITY MALAO (BAITY FALL),,,,,,,./0.png
-16.0250118445893,14.7986859685075,"335",BAITY MASSAER BOUNA,,,,,,,./0.png
-16.1500161841094,15.1722655500774,"336",BAITY MBARY BEYE,,,,,,,./0.png
-16.1202512155747,15.2551906950853,"337",BAITY MBEUSSINE,,,,,,,./0.png
-16.0192410683755,14.802535530918,"338",BAITY NDIAYE,,,,,,,./0.png
-16.3138408683243,15.0554801578419,"339",BAITY NDIAYE,,,,,,,./0.png
-16.9108451893852,14.9961684927206,"340",BAITY NDIAYE,,,,,,,./0.png
