X,Y,code_st,name,adresse,type_fonc,proprio,gestion,etat_avt,equipement,obs,icon_url
-16.0316428,14.15996,"3486",,"Kahone, Kaolack",,EXPRESSO,EXPRESSO,,GSM,,
-16.1586224,14.1863489,"3487",,"Sibassor, Kaolack",,EXPRESSO,EXPRESSO,,GSM,,
-15.928229,14.510676,"3488",,Diene Lagane,,EXPRESSO,EXPRESSO,,GSM,,
-16.16767,14.55037,"3489",,DAROU TENEFOUL,,EXPRESSO,EXPRESSO,,GSM,,
-13.3183,15.59892,"3490",,Ourossogui,,EXPRESSO,EXPRESSO,,GSM,,
-13.25936,15.66189,"3491",,Matam_Ville,,EXPRESSO,EXPRESSO,,GSM,,
-14.4451,16.4933,"3492",,Niomandou,,EXPRESSO,EXPRESSO,,GSM,,
-14.29985,16.37876,"3493",,Mbemba,,EXPRESSO,EXPRESSO,,GSM,,
-14.15762,16.274,"3494",,Madina Ndiathbe,,EXPRESSO,EXPRESSO,,GSM,,
-14.0238,16.18668,"3495",,Mbounba Diery,,EXPRESSO,EXPRESSO,,GSM,,
-13.73088,16.04039,"3496",,Ore Fonde,,EXPRESSO,EXPRESSO,,GSM,,
-13.49787,15.89379,"3497",,Bocki Diawe Poular,,EXPRESSO,EXPRESSO,,GSM,,
-13.42167,15.76804,"3498",,Bocki Saboudou,,EXPRESSO,EXPRESSO,,GSM,,
-13.53079,15.39523,"3499",,Denndoudi,,EXPRESSO,EXPRESSO,,GSM,,
-13.7272,15.36372,"3500",,Loumbol,,EXPRESSO,EXPRESSO,,GSM,,
-13.96048,15.29955,"3501",,Ranerou01,,EXPRESSO,EXPRESSO,,GSM,,
-14.20528,15.18808,"3502",,Kodiolele,,EXPRESSO,EXPRESSO,,GSM,,
-14.45839,15.268,"3503",,Yunufere,,EXPRESSO,EXPRESSO,,GSM,,
-13.18158,15.48608,"3504",,Kanel,,EXPRESSO,EXPRESSO,,GSM,,
-13.12886,15.36528,"3505",,Sinthiou Bammambe,,EXPRESSO,EXPRESSO,,GSM,,
-12.94014,15.20279,"3506",,Semme,,EXPRESSO,EXPRESSO,,GSM,,
-12.74455,15.05409,"3507",,Bokeladji,,EXPRESSO,EXPRESSO,,GSM,,
-12.52339,14.90741,"3508",,Tourime,,EXPRESSO,EXPRESSO,,GSM,,
-12.4476,14.81711,"3509",,Bema,,EXPRESSO,EXPRESSO,,GSM,,
-12.41066,14.72131,"3510",,Gabou,,EXPRESSO,EXPRESSO,,GSM,,
-12.30564,14.59944,"3511",,Daharatou,,EXPRESSO,EXPRESSO,,GSM,,
-13.322624,15.605448,"3512",,Ourossogui_2,,EXPRESSO,EXPRESSO,,GSM,,
-13.5987,15.963,"3513",,Thilogne,,EXPRESSO,EXPRESSO,,GSM,,
-13.2542,15.6557,"3514",,Matam Gouvernance,,EXPRESSO,EXPRESSO,,GSM,,
-12.734368,14.976592,"3515",,Babangol,,EXPRESSO,EXPRESSO,,GSM,,
-13.855147,16.073614,"3516",,Galoya,,EXPRESSO,EXPRESSO,,GSM,,
-14.056612,16.38321,"3517",,Kaskas,,EXPRESSO,EXPRESSO,,GSM,,
-13.402736,15.525728,"3518",,Denthiadi,,EXPRESSO,EXPRESSO,,GSM,,
-13.26702005,15.51056593,"3519",,"Sinthian, matam",,EXPRESSO,EXPRESSO,,GSM,,
-13.016785,15.343828,"3520",,HAMADY ONARE,,EXPRESSO,EXPRESSO,,GSM,,
-12.4577,14.9042,"3521",,Bakel,,EXPRESSO,EXPRESSO,,GSM,,
-13.10582112,15.55870192,"3522",,ODOBERE,,EXPRESSO,EXPRESSO,,GSM,,
-13.370798,15.687301,"3523",,Sintiou Mogo,,EXPRESSO,EXPRESSO,,GSM,,
-16.50645,16.04381,"3524",,st-louis gox mbacke 610 chez alioune ndiaye pecheur,,EXPRESSO,EXPRESSO,,GSM,,
-16.50622,16.02373,"3525",,"ST-louis pape makhsind diop 16, rue chassagnol sud",,EXPRESSO,EXPRESSO,,GSM,,
-16.50864,16.00337,"3526",,st-louis el hadj dieye pres grande mosquee,,EXPRESSO,EXPRESSO,,GSM,,
-16.51278,15.97734,"3527",,st-louis hydrobase cote port,,EXPRESSO,EXPRESSO,,GSM,,
-16.44087,16.03962,"3528",,st-louis ngallele chez demba niang,,EXPRESSO,EXPRESSO,,GSM,,
-16.48908,15.99217,"3529",,st-louis  sor chez maodo gueye,,EXPRESSO,EXPRESSO,,GSM,,
-16.487868,16.02642,"3530",,st-louis route de khor chez Mme ba aissata,,EXPRESSO,EXPRESSO,,GSM,,
-16.48968,16.00949,"3531",,Pikine st-louis chez magatte diop,,EXPRESSO,EXPRESSO,,GSM,,
-16.4476,15.37159,"3532",,Kebemer,,EXPRESSO,EXPRESSO,,GSM,,
-16.34308,15.47418,"3533",,Thilla,,EXPRESSO,EXPRESSO,,GSM,,
-16.5212,15.3745,"3534",,Thiepe,,EXPRESSO,EXPRESSO,,GSM,,
-16.31945,15.34263,"3535",,Massara Diop,,EXPRESSO,EXPRESSO,,GSM,,
-16.220406,15.623976,"3536",,Louga01,,EXPRESSO,EXPRESSO,,GSM,,
-16.00578,15.74292,"3537",,Nguermalal,,EXPRESSO,EXPRESSO,,GSM,,
-15.97181,15.93035,"3538",,KeurMomarSar,,EXPRESSO,EXPRESSO,,GSM,,
-16.24544,15.80758,"3539",,MassarDiop,,EXPRESSO,EXPRESSO,,GSM,,
-16.45895,15.71858,"3540",,Leona,,EXPRESSO,EXPRESSO,,GSM,,
-16.38444,15.92202,"3541",,RAO-Niakh,,EXPRESSO,EXPRESSO,,GSM,,
-16.49913,15.88774,"3542",,Ndibene Gandioul,,EXPRESSO,EXPRESSO,,GSM,,
-16.26544,15.91941,"3543",,Pal Diagne,,EXPRESSO,EXPRESSO,,GSM,,
-16.42825,15.93816,"3544",,S-L road02,,EXPRESSO,EXPRESSO,,GSM,,
-16.46949,15.96841,"3545",,Ndiowsir Lebou,,EXPRESSO,EXPRESSO,,GSM,,
-16.3905,16.0645,"3546",,Ndiawdoune,,EXPRESSO,EXPRESSO,,GSM,,
-16.28307,16.16713,"3547",,Ndelle,,EXPRESSO,EXPRESSO,,GSM,,
-16.41479,16.20491,"3548",,Diama,,EXPRESSO,EXPRESSO,,GSM,,
-16.15154,16.27419,"3549",,Ross Bethio,,EXPRESSO,EXPRESSO,,GSM,,
-16.00602,16.34383,"3550",,Koeur L'Islam,,EXPRESSO,EXPRESSO,,GSM,,
-15.85532,16.41628,"3551",,Colona,,EXPRESSO,EXPRESSO,,GSM,,
-15.79472,16.27128,"3552",,Mbane,,EXPRESSO,EXPRESSO,,GSM,,
-15.667462,16.457724,"3553",,Khouma,,EXPRESSO,EXPRESSO,,GSM,,
-15.7253,16.4757,"3554",,Richard Toll,,EXPRESSO,EXPRESSO,,GSM,,
-15.49728,16.50903,"3555",,Diammaguen,,EXPRESSO,EXPRESSO,,GSM,,
-15.31851,16.52826,"3556",,Ndieurba,,EXPRESSO,EXPRESSO,,GSM,,
-15.08851,16.51461,"3557",,Thille Babacar,,EXPRESSO,EXPRESSO,,GSM,,
-14.8662,16.5247,"3558",,Teradj,,EXPRESSO,EXPRESSO,,GSM,,
-14.65254,16.51006,"3559",,Djedjouba Ndioum,,EXPRESSO,EXPRESSO,,GSM,,
-16.50537,16.03316,"3560",,Saint Louis/Quaie girot,,EXPRESSO,EXPRESSO,,GSM,,
-16.49279,16.01917,"3561",,LEONA SOR SAINT LOUIS,,EXPRESSO,EXPRESSO,,GSM,,
-16.49643,15.99986,"3562",,SOR PIKINE,,EXPRESSO,EXPRESSO,,GSM,,
-16.428985,16.064859,"3563",,Université Gaston Berger,,EXPRESSO,EXPRESSO,,GSM,,
-16.2125,15.6241,"3564",,Loug02,,EXPRESSO,EXPRESSO,,GSM,,
-15.687122,16.454821,"3565",,Richard Toll 2,,EXPRESSO,EXPRESSO,,GSM,,
-15.45035,16.580355,"3566",,Gaye,,EXPRESSO,EXPRESSO,,GSM,,
-14.96057,16.65169,"3567",,Podor,,EXPRESSO,EXPRESSO,,GSM,,
-16.48697,16.02064,"3568",,Djoloféne terrain guélewar,,EXPRESSO,EXPRESSO,,GSM,,
-16.48767,16.00579,"3569",,Maedina course Saint-louis,,EXPRESSO,EXPRESSO,,GSM,,
-15.809047,16.500808,"3570",,ROSSO Senegal,,EXPRESSO,EXPRESSO,,GSM,,
-16.2213,15.6139,"3571",,LOUGA VILLA_1,,EXPRESSO,EXPRESSO,,GSM,,
-16.22498,15.6316,"3572",,LOUGA,,EXPRESSO,EXPRESSO,,GSM,,
-16.36114,16.08142,"3573",,Rong,,EXPRESSO,EXPRESSO,,GSM,,
-15.98517,16.47714,"3574",,Ronkh,,EXPRESSO,EXPRESSO,,GSM,,
-16.471925,15.304508,"3575",,Bithiou,,EXPRESSO,EXPRESSO,,GSM,,
-16.371064,15.386059,"3576",,Ngoumbal,,EXPRESSO,EXPRESSO,,GSM,,
-15.60153294,16.47664143,"3577",,Keur Mbaye,,EXPRESSO,EXPRESSO,,GSM,,
-15.2212908,16.5276646,"3578",,FANAYE DIERY,,EXPRESSO,EXPRESSO,,GSM,,
-16.531455,15.534264,"3579",,Thieppe,,EXPRESSO,EXPRESSO,,GSM,,
-16.1133,15.6684,"3580",,NOIMRE,,EXPRESSO,EXPRESSO,,GSM,,
-16.2736,15.7151,"3581",,"Mbande DIOP (Commune de Nguene SARR, Arrondissement de Sakal)",,EXPRESSO,EXPRESSO,,GSM,,
-16.2964,15.5623,"3582",,Baiti (Village de Ndiobene Khatt - Commune de Kelle GUEYE),,EXPRESSO,EXPRESSO,,GSM,,
-16.5257,15.7272,"3583",,Potou (Leona SAKAL),,EXPRESSO,EXPRESSO,,GSM,,
-16.677482,15.430212,"3584",,Lompoul,,EXPRESSO,EXPRESSO,,GSM,,
-16.2463,16.2165,"3585",,Pont-Gendarme (Diama),,EXPRESSO,EXPRESSO,,GSM,,
-16.491403,16.02326,"3586",,Diamagueune Balacos,,EXPRESSO,EXPRESSO,,GSM,,
-16.494809,16.013802,"3587",,"Saint-Louis LEONA Eaux Claire 
Lot 1258, parcelle Nord du TF5252/SL",,EXPRESSO,EXPRESSO,,GSM,,
-15.687392,16.467456,"3588",,Richard-toll Gaé,,EXPRESSO,EXPRESSO,,GSM,,
-15.71867152,16.39737297,"3589",,Thiago,,EXPRESSO,EXPRESSO,,GSM,,
-16.298602,16.327264,"3590",,Rone El Debouback 1 (Diama),,EXPRESSO,EXPRESSO,,GSM,,
-16.46827,16.03647,"3591",,Marche SOR Pikine,,EXPRESSO,EXPRESSO,,GSM,,
-16.48991,15.98445,"3592",,Cite BauviŠre Bango,,EXPRESSO,EXPRESSO,,GSM,,
-15.8803,14.84433,"3593",,touba 01 chez balla diakhate,,EXPRESSO,EXPRESSO,,GSM,,
-15.89886,14.82089,"3594",,Touba darou marnane,,EXPRESSO,EXPRESSO,,GSM,,
-15.86417,14.8652,"3595",,touba marche gouye mbinde,,EXPRESSO,EXPRESSO,,GSM,,
-15.89637,14.88047,"3596",,Corniche pres de l'Université,,EXPRESSO,EXPRESSO,,GSM,,
-15.91181,14.8452,"3597",,Marché Mame Binta,,EXPRESSO,EXPRESSO,,GSM,,
-16.1075,14.7702,"3598",,Merina,,EXPRESSO,EXPRESSO,,GSM,,
-16.21498,14.7978,"3599",,L-D road06,,EXPRESSO,EXPRESSO,,GSM,,
-16.20479,14.89328,"3600",,Dindy,,EXPRESSO,EXPRESSO,,GSM,,
-15.9083,14.7961,"3601",,Mbacke01,,EXPRESSO,EXPRESSO,,GSM,,
-15.643556,14.78955,"3602",,Taif,,EXPRESSO,EXPRESSO,,GSM,,
-15.6283,14.6639,"3603",,Darou Gouye,,EXPRESSO,EXPRESSO,,GSM,,
-15.75639,14.53839,"3604",,Mbar,,EXPRESSO,EXPRESSO,,GSM,,
-15.414,14.64419,"3605",,Kelkome,,EXPRESSO,EXPRESSO,,GSM,,
-16.0336,15.0363,"3606",,Daroumousty,,EXPRESSO,EXPRESSO,,GSM,,
-16.1717,15.10312,"3607",,Darou Marnane,,EXPRESSO,EXPRESSO,,GSM,,
-16.34422,15.07852,"3608",,Niakhene,,EXPRESSO,EXPRESSO,,GSM,,
-16.38774,14.9779,"3609",,Kangarlo,,EXPRESSO,EXPRESSO,,GSM,,
-16.24952,15.03492,"3610",,Thilmakha,,EXPRESSO,EXPRESSO,,GSM,,
-16.1744,15.27712,"3611",,Sagatta,,EXPRESSO,EXPRESSO,,GSM,,
-16.17618,15.36696,"3612",,Kanene Ndiob,,EXPRESSO,EXPRESSO,,GSM,,
-16.04997,15.51575,"3613",,Ouarak,,EXPRESSO,EXPRESSO,,GSM,,
-15.8987,15.204,"3614",,Makinn,,EXPRESSO,EXPRESSO,,GSM,,
-15.71668,15.04711,"3615",,Deali,,EXPRESSO,EXPRESSO,,GSM,,
-15.55549,15.21747,"3616",,Saqata Djolof,,EXPRESSO,EXPRESSO,,GSM,,
-15.49148,15.34875,"3617",,Dahra01,,EXPRESSO,EXPRESSO,,GSM,,
-15.66183,15.40285,"3618",,Boulel01,,EXPRESSO,EXPRESSO,,GSM,,
-15.7825,15.43747,"3619",,MoukMouk,,EXPRESSO,EXPRESSO,,GSM,,
-15.13018,15.4,"3620",,Linguere01,,EXPRESSO,EXPRESSO,,GSM,,
-14.87182,15.28802,"3621",,Barkedji01,,EXPRESSO,EXPRESSO,,GSM,,
-15.85937,14.84901,"3622",,TOUBA Ngélémou Mosquée,,EXPRESSO,EXPRESSO,,GSM,,
-15.88122,14.86235,"3623",,TOUBA Darou Khoudouss,,EXPRESSO,EXPRESSO,,GSM,,
-15.87587,14.87589,"3624",,TOUBA / Quartier Guede Bousso,,EXPRESSO,EXPRESSO,,GSM,,
-15.90229,14.86396,"3625",,TOUBA MADYANA,,EXPRESSO,EXPRESSO,,GSM,,
-15.90265,14.80554,"3626",,TOUBA Mbacké LOT 298,,EXPRESSO,EXPRESSO,,GSM,,
-14.721622,15.26298,"3627",,Ndoumbelane,,EXPRESSO,EXPRESSO,,GSM,,
-15.868692,14.85317,"3628",,Ndamatou Touba,,EXPRESSO,EXPRESSO,,GSM,,
-15.549198,14.790031,"3629",,Sadio,,EXPRESSO,EXPRESSO,,GSM,,
-15.352918,15.65342,"3630",,Mbeuleukhé,,EXPRESSO,EXPRESSO,,GSM,,
-15.291808,14.818089,"3631",,Gassane,,EXPRESSO,EXPRESSO,,GSM,,
-15.878678,14.897396,"3632",,Hitzbu tarkhiya Touba,,EXPRESSO,EXPRESSO,,GSM,,
-15.469554,15.349927,"3633",,DAHRA,,EXPRESSO,EXPRESSO,,GSM,,
-14.94682,15.5344,"3634",,Dodji,,EXPRESSO,EXPRESSO,,GSM,,
-15.05,15.31652,"3635",,Mogré,,EXPRESSO,EXPRESSO,,GSM,,
-15.97661,14.7825,"3636",,Ngabou,,EXPRESSO,EXPRESSO,,GSM,,
-15.96666,14.93956,"3637",,"Missira, route Touba Darou Mousty",,EXPRESSO,EXPRESSO,,GSM,,
-15.91419,14.87938,"3638",,"Touba, Sham",,EXPRESSO,EXPRESSO,,GSM,,
-15.89097,14.89658,"3639",,TOUBA_HLM,,EXPRESSO,EXPRESSO,,GSM,,
-15.89278,14.86781,"3640",,"Touba, MOUKHLISSINA",,EXPRESSO,EXPRESSO,,GSM,,
-15.89711,14.839,"3641",,"DAROU_PINTHE, Touba",,EXPRESSO,EXPRESSO,,GSM,,
-15.82464,14.87722,"3642",,"Touba, NDINDY_FALLOU",,EXPRESSO,EXPRESSO,,GSM,,
-15.86058,14.83408,"3643",,TOUBA_MAME_DIARRA,,EXPRESSO,EXPRESSO,,GSM,,
-15.88872,14.83692,"3644",,"Touba, DAROU_MARNANE",,EXPRESSO,EXPRESSO,,GSM,,
-15.91684,14.85902,"3645",,TOUBA_DIANATOU,,EXPRESSO,EXPRESSO,,GSM,,
-16.075185,15.417631,"3646",,NDIEUCK NDIAGNE,,EXPRESSO,EXPRESSO,,GSM,,
-15.867938,15.478695,"3647",,THIAMENE,,EXPRESSO,EXPRESSO,,GSM,,
-15.8771,14.8562,"3648",,Touba (Marché Ocass),,EXPRESSO,EXPRESSO,,GSM,,
-15.90366382,14.83464015,"3649",,Touba Ville,,EXPRESSO,EXPRESSO,,GSM,,
-15.8735,14.8666,"3650",,Touba Darou Khoudos,,EXPRESSO,EXPRESSO,,GSM,,
-15.8707,14.8382,"3651",,Touba Keur Niang,,EXPRESSO,EXPRESSO,,GSM,,
-15.70800485,14.64570562,"3652",,Kolobane (GOSSAS),,EXPRESSO,EXPRESSO,,GSM,,
-15.8573,15.0489,"3653",,Touba BELEL,,EXPRESSO,EXPRESSO,,GSM,,
-13.66693,13.77894,"3654",,Tambacounda liberté,,EXPRESSO,EXPRESSO,,GSM,,
-13.67444,13.7518,"3655",,Quartier Quinzambougou,,EXPRESSO,EXPRESSO,,GSM,,
-14.81404,13.97501,"3656",,Koungueul,,EXPRESSO,EXPRESSO,,GSM,,
-14.55955,13.97507,"3657",,Koumpentoum,,EXPRESSO,EXPRESSO,,GSM,,
-14.73859,14.22015,"3658",,LourEscale,,EXPRESSO,EXPRESSO,,GSM,,
-14.45029,14.17708,"3659",,Kouthiaba,,EXPRESSO,EXPRESSO,,GSM,,
-14.29924,13.94073,"3660",,Malem Niani,,EXPRESSO,EXPRESSO,,GSM,,
-14.28527,13.66866,"3661",,Maka,,EXPRESSO,EXPRESSO,,GSM,,
-14.06658,13.90104,"3662",,Sari Sambourou,,EXPRESSO,EXPRESSO,,GSM,,
-13.92455,13.82102,"3663",,Maleme,,EXPRESSO,EXPRESSO,,GSM,,
-13.4553,13.89459,"3664",,Kothiary,,EXPRESSO,EXPRESSO,,GSM,,
-13.16988,14.02298,"3665",,Bala,,EXPRESSO,EXPRESSO,,GSM,,
-12.93367,14.09744,"3666",,BouigheulBamba,,EXPRESSO,EXPRESSO,,GSM,,
-13.52078,13.53099,"3667",,Missira,,EXPRESSO,EXPRESSO,,GSM,,
-13.37654,13.37875,"3668",,Wassadougou,,EXPRESSO,EXPRESSO,,GSM,,
-13.79275,13.40404,"3669",,Darousalammanda,,EXPRESSO,EXPRESSO,,GSM,,
-13.94081,13.23454,"3670",,Tam-rep01,,EXPRESSO,EXPRESSO,,GSM,,
-13.75032,13.13812,"3671",,Medina Gonasse,,EXPRESSO,EXPRESSO,,GSM,,
-13.7466,12.9551,"3672",,Lenkering,,EXPRESSO,EXPRESSO,,GSM,,
-14.11801,13.15054,"3673",,Velingara,,EXPRESSO,EXPRESSO,,GSM,,
-14.3138,12.89778,"3674",,Mampatim,,EXPRESSO,EXPRESSO,,GSM,,
-14.06375,12.93248,"3675",,Kounkane,,EXPRESSO,EXPRESSO,,GSM,,
-14.1581,12.7314,"3676",,Ouassadou,,EXPRESSO,EXPRESSO,,GSM,,
-14.62213,12.84991,"3677",,Bagadadji,,EXPRESSO,EXPRESSO,,GSM,,
-12.176504,12.570076,"3678",,Kedougou,,EXPRESSO,EXPRESSO,,GSM,,
-12.71604,14.18988,"3679",,Goudiry,,EXPRESSO,EXPRESSO,,GSM,,
-12.4755,14.28684,"3680",,Belle,,EXPRESSO,EXPRESSO,,GSM,,
-12.2177,14.4622,"3681",,Kidira,,EXPRESSO,EXPRESSO,,GSM,,
-13.68264,13.7688,"3682",,Plateau Tamba,,EXPRESSO,EXPRESSO,,GSM,,
-13.65601,13.76921,"3683",,Camp Navétane,,EXPRESSO,EXPRESSO,,GSM,,
-14.158037,12.913287,"3684",,Diaobé,,EXPRESSO,EXPRESSO,,GSM,,
-13.6822,13.7639,"3685",,Tambacounda l,,EXPRESSO,EXPRESSO,,GSM,,
-13.824484,13.331078,"3686",,Manda douane,,EXPRESSO,EXPRESSO,,GSM,,
-14.108289,13.1491676,"3687",,Vélingara,,EXPRESSO,EXPRESSO,,GSM,,
-13.66913,13.76576,"3688",,tamba-abbatoir,,EXPRESSO,EXPRESSO,,GSM,,
-16.91132,14.80573,"3689",,Diakhao,,EXPRESSO,EXPRESSO,,GSM,,
-16.95648,14.78434,"3690",,poste electrique de thies,,EXPRESSO,EXPRESSO,,GSM,,
-16.92479,14.77829,"3691",,cite lamy,,EXPRESSO,EXPRESSO,,GSM,,
-16.93777,14.79723,"3692",,medina Fall,,EXPRESSO,EXPRESSO,,GSM,,
-16.91678,14.79027,"3693",,cite pilot,,EXPRESSO,EXPRESSO,,GSM,,
-16.94284,14.77665,"3694",,mbour 1,,EXPRESSO,EXPRESSO,,GSM,,
-16.90444,14.7724,"3695",,darou salam,,EXPRESSO,EXPRESSO,,GSM,,
-16.88935,14.52187,"3696",,Djilakh,,EXPRESSO,EXPRESSO,,GSM,,
-16.839,15.2492,"3697",,Fass boye,,EXPRESSO,EXPRESSO,,GSM,,
-17.1291,14.8973,"3698",,Kayar,,EXPRESSO,EXPRESSO,,GSM,,
-17.08909,14.72477,"3699",,Touli,,EXPRESSO,EXPRESSO,,GSM,,
-16.82479,14.9539,"3700",,kogne diack 1,,EXPRESSO,EXPRESSO,,GSM,,
-16.8082,14.95692,"3701",,Cité SERIGNE MANSOUR,,EXPRESSO,EXPRESSO,,GSM,,
-16.87534,15.03479,"3702",,mboro,,EXPRESSO,EXPRESSO,,GSM,,
-16.9484,14.39036,"3703",,mbour route de joal,,EXPRESSO,EXPRESSO,,GSM,,
-16.63422,15.1133,"3704",,mekhe chez diobe diagne,,EXPRESSO,EXPRESSO,,GSM,,
-17.09073,14.52461,"3705",,guerew,,EXPRESSO,EXPRESSO,,GSM,,
-16.42552,15.11481,"3706",,pekesse,,EXPRESSO,EXPRESSO,,GSM,,
-17.08859,14.76721,"3707",,pout,,EXPRESSO,EXPRESSO,,GSM,,
-17.0958,14.63285,"3708",,rafou,,EXPRESSO,EXPRESSO,,GSM,,
-16.69344,14.75489,"3709",,khombole,,EXPRESSO,EXPRESSO,,GSM,,
-17.02812,14.59565,"3710",,Sindia,,EXPRESSO,EXPRESSO,,GSM,,
-16.86463,14.62667,"3711",,Tassette,,EXPRESSO,EXPRESSO,,GSM,,
-17.150901,14.614484,"3712",,Toubabdialao,,EXPRESSO,EXPRESSO,,GSM,,
-16.54534,15.25798,"3713",,Palmeo,,EXPRESSO,EXPRESSO,,GSM,,
-16.98256,14.43205,"3714",,Mbour,,EXPRESSO,EXPRESSO,,GSM,,
-16.92194,14.79962,"3715",,Quartier Mame El hadj Thiés,,EXPRESSO,EXPRESSO,,GSM,,
-16.92794,14.78819,"3716",,Randouléne NORD Thiés,,EXPRESSO,EXPRESSO,,GSM,,
-16.97631,14.41522,"3717",,Lycée Demba DIOP,,EXPRESSO,EXPRESSO,,GSM,,
-16.9606,14.41619,"3718",,Thiocé EST,,EXPRESSO,EXPRESSO,,GSM,,
-16.998597,14.437735,"3719",,saly Bambara,,EXPRESSO,EXPRESSO,,GSM,,
-16.92416,14.74977,"3720",,Thies extension,,EXPRESSO,EXPRESSO,,GSM,,
-16.891389,15.139444,"3721",,Mboro,,EXPRESSO,EXPRESSO,,GSM,,
-16.8186,14.9343,"3722",,Tivaoune,,EXPRESSO,EXPRESSO,,GSM,,
-16.936458,14.775415,"3723",,Thies Mbour 1,,EXPRESSO,EXPRESSO,,GSM,,
-16.96811,14.425674,"3724",,Mbour Derriere Garage,,EXPRESSO,EXPRESSO,,GSM,,
-16.96534,14.40799,"3725",,Mbour Plage derriere l'hopital,,EXPRESSO,EXPRESSO,,GSM,,
-17.05187,14.46479,"3726",,Saly Portudal,,EXPRESSO,EXPRESSO,,GSM,,
-17.01019,14.445037,"3727",,Ngaparou,,EXPRESSO,EXPRESSO,,GSM,,
-17.17043,14.64164,"3728",,Yenn,,EXPRESSO,EXPRESSO,,GSM,,
-16.8474,14.1716,"3729",,Joal,,EXPRESSO,EXPRESSO,,GSM,,
-16.86903,15.12654,"3730",,Mboro,,EXPRESSO,EXPRESSO,,GSM,,
-16.80075,14.7598,"3731",,Thiénaba seck,,EXPRESSO,EXPRESSO,,GSM,,
-16.700803,14.419427,"3732",,Thiadiaye,,EXPRESSO,EXPRESSO,,GSM,,
-17.114428,14.558425,"3733",,Popenguine,,EXPRESSO,EXPRESSO,,GSM,,
-16.913698,14.774811,"3734",,Champs de course,,EXPRESSO,EXPRESSO,,GSM,,
-16.639,15.11586,"3735",,Mekhé_1,,EXPRESSO,EXPRESSO,,GSM,,
-16.628831,15.110089,"3736",,Mekhé_1,,EXPRESSO,EXPRESSO,,GSM,,
-16.91875,14.80762,"3737",,Thies keury kao,,EXPRESSO,EXPRESSO,,GSM,,
-16.93316,14.80907,"3738",,Thies nord,,EXPRESSO,EXPRESSO,,GSM,,
-16.96005,14.77723,"3739",,Thies none,,EXPRESSO,EXPRESSO,,GSM,,
-17.0049,14.5127,"3740",,Nguekokh,,EXPRESSO,EXPRESSO,,GSM,,
-16.97873,14.42367,"3741",,Mbour,,EXPRESSO,EXPRESSO,,GSM,,
-16.92883,14.80293,"3742",,Thies ville escal,,EXPRESSO,EXPRESSO,,GSM,,
-16.81241,14.95093,"3743",,Tivaoune near mosquee,,EXPRESSO,EXPRESSO,,GSM,,
-16.93738,14.78871,"3744",,HLM route de Dakar Thies lot n°438,,EXPRESSO,EXPRESSO,,GSM,,
-16.934,14.78208,"3745",,Thies_ Ville Som,,EXPRESSO,EXPRESSO,,GSM,,
-16.9520127,14.7688984,"3746",,"Mbour 3 Thies, Lot n°388",,EXPRESSO,EXPRESSO,,GSM,,
-16.95286,14.4207,"3747",,Mbour route de fatick,,EXPRESSO,EXPRESSO,,GSM,,
-17.0614,14.67423,"3748",,"AIBD, outdoor site",,EXPRESSO,EXPRESSO,,GSM,,
-16.332539,14.666828,"3749",,"Diomb II, national3 Bambey Diourbel",,EXPRESSO,EXPRESSO,,GSM,,
-17.067377,14.670685,"3750",,"AIBD, indoor site",,EXPRESSO,EXPRESSO,,GSM,,
-17.044383,14.790622,"3751",,Dangote,,EXPRESSO,EXPRESSO,,GSM,,
-17.13566,14.8306,"3752",,Bayakh,,EXPRESSO,EXPRESSO,,GSM,,
-16.741353,15.006338,"3753",,Pir-Goureye,,EXPRESSO,EXPRESSO,,GSM,,
-17.006704,14.9936,"3754",,NOTO GOUYE DIAMA,,EXPRESSO,EXPRESSO,,GSM,,
-16.65851,14.82165,"3755",,TOUBA TOUL,,EXPRESSO,EXPRESSO,,GSM,,
-16.7425,14.6675,"3756",,Ngoundiane,,EXPRESSO,EXPRESSO,,GSM,,
-16.72777783,14.53581095,"3757",,NDIAGANIAO BOTE SERERE,,EXPRESSO,EXPRESSO,,GSM,,
-17.075567,14.486705,"3758",,SOMONE GUINAW RAIL,,EXPRESSO,EXPRESSO,,GSM,,
-16.752647,14.272739,"3759",,NGUENIENNE NDORENE WOLOF,,EXPRESSO,EXPRESSO,,GSM,,
-16.661736,14.130715,"3760",,FIMELA,,EXPRESSO,EXPRESSO,,GSM,,
-17.06169,14.56105,"3761",,Kignabour 1 (SINDIA),,EXPRESSO,EXPRESSO,,GSM,,
-16.875494,14.858071,"3762",,NDIOBENE,,EXPRESSO,EXPRESSO,,GSM,,
-16.76674573,14.01455789,"3763",,Palmarin MBIN DJIBANE,,EXPRESSO,EXPRESSO,,GSM,,
-16.633346,14.249632,"3764",,NDORONG DJILASSE,,EXPRESSO,EXPRESSO,,GSM,,
-16.81797,14.94864,"3765",,NDOUTTE,,EXPRESSO,EXPRESSO,,GSM,,
-16.9267,14.3393,"3766",,MBOUR NIANING SANTHE,,EXPRESSO,EXPRESSO,,GSM,,
-16.81734,14.96041,"3767",,Tivaouane KEUR KHALI,,EXPRESSO,EXPRESSO,,GSM,,
-16.81935,14.94347,"3768",,Tivaouane MOUSDALIFA,,EXPRESSO,EXPRESSO,,GSM,,
